movieLabel,gross,cost,publicationYear,IMDBid
Helluva Good Luck,15900139,,1999,tt0202703
The Dog,44532,,2013,tt3091304
Kitchen. The last Battle,6535505,,2017,tt6841500
Beyond the Edge,2040470,,2017,tt5629524
Life Itself,4319912,,2018,tt5989218
Q29014933,855727,,2016,tt5807536
Rag Union,1900000,,2015,tt4767340
The Nun,365600000,,2018,tt5814060
Doraemon: Nobita's Treasure Island,47108159,,2018,tt8098546
Operation Red Sea,579220560,,2018,tt6878882
Colette,14200000,,2018,tt5437928
Q30889366,2151426,,2017,tt6755880
Light Up!,306701,,2017,tt7126386
Q30879658,460987,,2017,tt8918042
Gogol. The Beginning,7757988,,2017,tt6628228
Naughty Grandma,6013117,,2017,tt6823698
Bumblebee,459500000,,2018,tt4701182
Dead Still,2000000,,2014,tt2882854
Q42414642,17488,,2008,tt1388358
Two on the Road,912068.5,,1980,tt0081502
Leave No Trace,7200000,,2018,tt3892172
Hereditary,79275328,,2018,tt7784604
Viswasam,206,,2019,tt7725626
Marriage Story,232737,,2019,tt7653254
Green Book,321752656,,2018,tt6966692
Detective Chinatown 2,544061916,,2018,tt7752454
Creed II,213400000,,2018,tt6343314
While at War,6522774,,2019,tt7818580
Adrift,31300000,,2018,tt6306064
Q49235112,67085009,,2018,tt8805486
Standard Time,81451,,2002,tt0265803
Q51190711,767853,,2018,tt7304032
Maleficent: Mistress of Evil,293512000,,2019,tt4777008
Q54863886,57634545,,2018,tt8351882
Nicky Larson and Cupid's Perfume,13300000,,2019,tt8523334
The Art of Racing in the Rain,33800000,,2019,tt1478839
Q55651291,196964,,2018,tt8234866
Q55652205,18315,,2018,tt8499198
Men in Black: International,219030511,,2019,tt2283336
Better Days,85286814,,2019,tt9586294
Farmageddon: A Shaun the Sheep Movie,16489589,,2019,tt6193408
The Gentlemen,114996853,,2019,tt8367814
Q60832388,4290867,,2018,tt7526492
Little Women,12475000,,2019,tt3281548
Doctor Sleep,72281712,,2019,tt5606664
They Shall Not Grow Old,17956913,,2018,tt7905466
Q57468055,118811.68,,2018,tt7170698
Q57502054,23099.33,,2017,tt5894846
The Aeronauts,2851390,,2019,tt6141246
Zombieland: Double Tap,87107000,,2019,tt1560220
Welad Rizk 2,100743324,,2019,tt10151260
Q63068747,12009,,2019,tt6213294
The Blue Elephant 2,103625525,,2019,tt10515086
The Traitor,5329455,,2019,tt7736478
A Brother's Love,1671969,,2019,tt10155342
Trust Fund,36885,,2016,tt3969208
War,60851913,,2019,tt7430722
Natsamrat,20000000,,2018,tt10428316
PM Narendra Modi,2.88,,2019,tt9558612
Khayal Ma'ata,38440061,,2019,tt10696882
The Treasure 2,6131090,,2019,tt10503934
Q70245287,72447,,1993,tt0106245
Q78139266,85878642,,2019,tt11426562
My Grandmother's House,45033.5,,2006,tt0774513
Q75108652,136132.76,,1980,tt0081811
Q75984006,481232.6,,1985,tt0089871
Beside Me,10852,,2018,tt7251888
Tron: Legacy,400100000,,2010,tt1104001
High School Musical 3: Senior Year,252900000,,2008,tt0962726
Pirates of the Caribbean: At World's End,960996492,,2007,tt0449088
102 Dalmatians,5062428.78,,2000,tt0211181
Maleficent,758410378,,2014,tt1587310
Alice in Wonderland,1025467110,,2010,tt1014759
The Chronicles of Narnia: Prince Caspian,419700000,,2008,tt0499448
Prince of Persia: The Sands of Time,336365676,,2010,tt0473075
Coco,807082196,,2017,tt2380307
The Grinch,511300000,,2018,tt2709692
Toy Story 4,1073166397,,2019,tt1979376
Ferdinand,296100000,,2017,tt3411444
Alvin and the Chipmunks: The Squeakquel,443100000,,2009,tt1231580
Alvin and the Chipmunks,361300000,,2007,tt0952640
The Sorcerer's Apprentice,215300000,,2010,tt0963966
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",745013115,,2005,tt0363771
Robin Hood: Prince of Thieves,390500000,,1991,tt0102798
Ghostbusters II,215400000,,1989,tt0097428
The Lone Ranger,260500000,,2013,tt1210819
Garfield: The Movie,200800000,,2004,tt0356634
The Flintstones,341600000,,1994,tt0109813
Angels in the Outfield,50236831,,1994,tt0109127
Bedtime Stories,212900000,,2008,tt0960731
The Parent Trap,92108518,,1998,tt0120783
G-Force,292800000,,2009,tt0436339
Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,70642036,,2008,tt1127884
"Honey, I Shrunk the Kids",222700000,,1989,tt0097523
Police Academy 6: City Under Siege,11567217,,1989,tt0098105
Underdog,65270477,,2007,tt0467110
Tomorrowland,209154322,,2015,tt1964418
Fifty Shades of Grey,569651467,,2015,tt2322441
Into the Woods,213100000,,2014,tt2180411
The Finest Hours,52099090,,2016,tt2025690
Mary Poppins Returns,346800000,,2018,tt5028340
The Wandering Earth,699760773,,2019,tt7605074
Coffee and Cigarettes,7929307,,2003,tt0379217
The LEGO Batman Movie,311950384,,2017,tt4116284
A Christmas Carol,325300000,,2009,tt1067106
Dinosaur,349800000,,2000,tt0130623
Bram Stoker's Dracula,215862692,,1992,tt0103874
Frozen II,1119151068,,2019,tt4520988
Spider-Man: Into the Spider-Verse,363800000,,2018,tt4633694
"Night Is Short, Walk On Girl",3400000,,2017,tt6335734
Smallfoot,214140103,,2018,tt6182908
Your Name.,357986087,,2016,tt5311514
My Hero Academia: Heroes Rising,23586563,,2019,tt11107074
The Girl Who Played with Fire,68570336,,2009,tt1216487
The Code of Cain,7276,,2015,tt3918774
Q28667809,3000000,,2015,tt5112966
Spirited Away,277300000,,2001,tt0245429
2010: The Year We Make Contact,40200000,,1984,tt0086837
Viking,20066615,1250000000,2016,tt5157456
PK,6160362500,1220000000,2014,tt2338151
Savva. Heart of the Warrior,94187979,1000000000,2015,tt4075322
Hacker,11200,800000000,2016,tt3173594
The Duelist,376000000,725000000,2016,tt5282006
Union of Salvation,283023802,700000000,2019,tt8769146
Flight Crew,1504138366,650000000,2016,tt5653294
T-34,1400138669,600000000,2019,tt8820590
The Conquest of Siberia,140967868,500000000,2019,tt9795368
Sakura Wars: The Movie,2800000000,500000000,2001,tt0816640
Going Vertical,1014636805,450000000,2017,tt5987402
Pirates of the Caribbean: On Stranger Tides,1045713802,410000000,2011,tt1298650
Salyut 7,748000000,400000000,2017,tt6537238
Avengers: Infinity War,2048359754,400000000,2018,tt4154756
First Time,562953442,400000000,2017,tt6673840
The Apocalypse Code,10400000,400000000,2007,tt1087832
Coach,340100000,390000000,2018,tt7632930
Attraction,1000000000,380000000,2017,tt4731148
Legend of Kolovrat,590200000,360000000,2017,tt6054874
Avengers: Endgame,2797800564,356000000,2019,tt4154796
Sheep and Wolves: Pig Deal,90968028,350000000,2019,tt8761814
3 Idiots,3920000000,350000000,2010,tt1187043
Guardians,12300000,320000000,2017,tt4600952
The Crimean Bridge. Made with Love!,70606368,300000000,2018,tt9226154
Q28598663,1476576,300000000,2018,tt7776936
Justice League,657924295,300000000,2017,tt0974015
2012,788550900,280000000,2009,tt1190080
Star Wars Episode IX: The Rise of Skywalker,1074144248,275000000,2019,tt2527338
Superman Returns,391081192,270000000,2006,tt0348150
Tangled,591794936,260000000,2010,tt0398286
Terminator: Dark Fate,12800000,255000000,2019,tt6450804
John Carter,284000000,250000000,2012,tt0401729
Solo: A Star Wars Story,392924807,250000000,2018,tt3778644
The Fate of the Furious,1236005118,250000000,2017,tt4630562
Captain America: Civil War,1153296293,250000000,2016,tt3498820
Batman v Superman: Dawn of Justice,873634919,250000000,2016,tt2975590
Avengers: Age of Ultron,1402805868,250000000,2015,tt2395427
The Hobbit: The Battle of the Five Armies,956019788,250000000,2014,tt2310332
The Dark Knight Rises,1081041287,250000000,2012,tt1345836
Spectre,880674609,245000000,2015,tt2379713
Avatar (2009 film),2744336793,237000000,2009,tt0499549
Pirates of the Caribbean: Dead Men Tell No Tales,794861794,230000000,2017,tt1790809
Fur-trees Last,730565358,230000000,2018,tt9615680
Guardians of the Night – The Vampire War,501006,230000000,2016,tt5487524
The Amazing Spider-Man,757930663,230000000,2012,tt0948470
The Hobbit: The Desolation of Smaug,958366855,225000000,2013,tt1170358
Pirates of the Caribbean: Dead Man's Chest,1066179725,225000000,2006,tt0383574
Leviathan,4100000,220000000,2014,tt2802154
The Avengers,1518812988,220000000,2012,tt0848228
Transformers: The Last Knight,605425157,217000000,2017,tt3371366
Oz: The Great and Powerful,493311825,215000000,2013,tt1623205
Star Wars Episode VII: The Force Awakens,2068223624,215000000,2015,tt2488496
Tolko ne oni,63436122,210000000,2018,tt3907284
Battleship,303025485,209000000,2012,tt1440129
King Kong,550517357,207000000,2005,tt0360717
Incredibles 2,1242805359,200000000,2018,tt3606756
Finding Dory,1028570889,200000000,2016,tt2277860
Hobbs & Shaw,758910100,200000000,2019,tt6806448
Q47069740,164784590,200000000,2018,tt7926840
A Rough Draft,209000000,200000000,2018,tt6270596
Dark Phoenix,244676878,200000000,2019,tt6565702
Hichki,2153000000,200000000,2018,tt6588966
Terminator 3: Rise of the Machines,433371112,200000000,2003,tt0181852
Earthquake,3628615,200000000,2016,tt5270810
Aquaman,1148161807,200000000,2018,tt1477834
Guardians of the Galaxy Vol. 2,863756051,200000000,2017,tt3896198
Rogue One,1056057273,200000000,2016,tt3748528
Star Wars: The Last Jedi,1332539889,200000000,2017,tt2527336
Fantastic Beasts: The Crimes of Grindelwald,653755901,200000000,2018,tt4123430
Cars 2,559852396,200000000,2011,tt1216475
The Good Dinosaur,332207671,200000000,2015,tt1979388
Green Lantern,540785210,200000000,2011,tt1133985
Robin Hood,321669741,200000000,2010,tt0955308
Iron Man 2,623933331,200000000,2010,tt1228705
Terminator Salvation,371353001,200000000,2009,tt0438488
Quantum of Solace,586090727,200000000,2008,tt0830515
Titanic,1850197130,200000000,1997,tt0120338
Furious 7,1515047671,190000000,2015,tt2820852
Pacific Rim,411002906,190000000,2013,tt1663662
Star Trek Into Darkness,467381584,190000000,2013,tt1408101
World War Z,540007876,190000000,2013,tt0816711
Kong: Skull Island,566652812,185000000,2017,tt3731562
Star Trek Beyond,343471816,185000000,2016,tt2660888
The Dark Knight,1004934033,185000000,2008,tt0468569
Indiana Jones and the Kingdom of the Crystal Skull,786636033,185000000,2008,tt0367882
Aladdin,1050693953,183000000,2019,tt6139732
The Perfect Storm,328700000,182600000,2000,tt0177971
It: Chapter Two,200100000,180000000,2019,tt7349950
Thor: Ragnarok,853977126,180000000,2017,tt3501632
